 ctrl.inp :: CARD A is being read...
    CTRL  READ COMPLETE..
    Continuous Energy Mode...
    Start reading ace-format nuclear data
           1 1001.711nc
           2 8016.711nc
    WARNING :: NYD block exists
           3 92235.711nc
           4 92238.711nc
    ACE Lib. READ COMPLETE...
 CE_mat.inp :: CARD D is being read...
    CE MAT READ COMPLETE...
    GEOM  READ COMPLETE..
 depletion.inp :: CARD E is being read...
    Setting ugrid...
    Initializing Source...
    Source Initializing Complete...
 
 
  > Num of Threads per Node          28
  > Num of MPI Nodes                  5
  > Num of Histories per Cycle  3000000
  > Skip Cycles:   50  /  Active Cycles:  400
 
  > Tally is OFF
  > m-PRUP is OFF
  > FMFD with CMFD is On
 
    Transport Simulation Starts...
     195    35.37 sec  12.22656  |  keff  1.50864   avg  1.50849   SD    3.571
     196    35.60 sec  12.22605  |  keff  1.50901   avg  1.50850   SD    3.564
     197    35.69 sec  12.22595  |  keff  1.50851   avg  1.50850   SD    3.540
     198    35.60 sec  12.22564  |  keff  1.50771   avg  1.50849   SD    3.556
     199    35.41 sec  12.22536  |  keff  1.50879   avg  1.50850   SD    3.537
     200    35.53 sec  12.22553  |  keff  1.50787   avg  1.50849   SD    3.538
     201    35.54 sec  12.22604  |  keff  1.50843   avg  1.50849   SD    3.515
     202    35.61 sec  12.22602  |  keff  1.50887   avg  1.50849   SD    3.501
     203    35.45 sec  12.22617  |  keff  1.50946   avg  1.50850   SD    3.535
     204    35.37 sec  12.22636  |  keff  1.50857   avg  1.50850   SD    3.513
     205    35.67 sec  12.22573  |  keff  1.50830   avg  1.50850   SD    3.492
     206    35.53 sec  12.22588  |  keff  1.50819   avg  1.50850   SD    3.475
     207    35.26 sec  12.22602  |  keff  1.50908   avg  1.50850   SD    3.473
     208    35.36 sec  12.22559  |  keff  1.50828   avg  1.50850   SD    3.454
     209    35.47 sec  12.22565  |  keff  1.50837   avg  1.50850   SD    3.433
     210    35.11 sec  12.22513  |  keff  1.50842   avg  1.50850   SD    3.412
     211    35.35 sec  12.22471  |  keff  1.50851   avg  1.50850   SD    3.391
     212    35.42 sec  12.22505  |  keff  1.50904   avg  1.50850   SD    3.386
     213    35.33 sec  12.22517  |  keff  1.50809   avg  1.50850   SD    3.374
     214    35.46 sec  12.22498  |  keff  1.50811   avg  1.50850   SD    3.362
     215    35.38 sec  12.22536  |  keff  1.50844   avg  1.50850   SD    3.342
     216    35.40 sec  12.22486  |  keff  1.50782   avg  1.50849   SD    3.347
     217    35.43 sec  12.22406  |  keff  1.50872   avg  1.50849   SD    3.329
     218    35.39 sec  12.22461  |  keff  1.50859   avg  1.50849   SD    3.310
     219    35.50 sec  12.22490  |  keff  1.50871   avg  1.50850   SD    3.293
     220    35.23 sec  12.22484  |  keff  1.50784   avg  1.50849   SD    3.296
     221    35.44 sec  12.22483  |  keff  1.50839   avg  1.50849   SD    3.277
     222    35.40 sec  12.22522  |  keff  1.50789   avg  1.50849   SD    3.276
     223    35.31 sec  12.22556  |  keff  1.50812   avg  1.50848   SD    3.264
     224    35.24 sec  12.22546  |  keff  1.50857   avg  1.50849   SD    3.246
     225    35.33 sec  12.22603  |  keff  1.50854   avg  1.50849   SD    3.227
     226    35.20 sec  12.22608  |  keff  1.50922   avg  1.50849   SD    3.236
     227    35.47 sec  12.22619  |  keff  1.50896   avg  1.50849   SD    3.229
     228    35.46 sec  12.22518  |  keff  1.50952   avg  1.50850   SD    3.262
     229    35.19 sec  12.22514  |  keff  1.50799   avg  1.50850   SD    3.256
     230    35.37 sec  12.22513  |  keff  1.50885   avg  1.50850   SD    3.244
     231    35.46 sec  12.22492  |  keff  1.50898   avg  1.50850   SD    3.237
     232    35.13 sec  12.22531  |  keff  1.50928   avg  1.50850   SD    3.247
     233    35.39 sec  12.22560  |  keff  1.50854   avg  1.50850   SD    3.230
     234    35.26 sec  12.22550  |  keff  1.50831   avg  1.50850   SD    3.214
     235    35.25 sec  12.22533  |  keff  1.50882   avg  1.50851   SD    3.201
     236    35.51 sec  12.22530  |  keff  1.50845   avg  1.50851   SD    3.184
     237    35.15 sec  12.22561  |  keff  1.50819   avg  1.50850   SD    3.171
     238    35.44 sec  12.22584  |  keff  1.50782   avg  1.50850   SD    3.175
     239    35.41 sec  12.22617  |  keff  1.50915   avg  1.50850   SD    3.177
     240    35.26 sec  12.22674  |  keff  1.50876   avg  1.50850   SD    3.163
     241    35.52 sec  12.22675  |  keff  1.50932   avg  1.50851   SD    3.175
     242    35.38 sec  12.22624  |  keff  1.50813   avg  1.50851   SD    3.165
     243    35.50 sec  12.22648  |  keff  1.50820   avg  1.50851   SD    3.152
     244    35.53 sec  12.22590  |  keff  1.50838   avg  1.50850   SD    3.137
     245    35.44 sec  12.22653  |  keff  1.50773   avg  1.50850   SD    3.146
     246    35.47 sec  12.22679  |  keff  1.50727   avg  1.50849   SD    3.192
     247    35.44 sec  12.22709  |  keff  1.50808   avg  1.50849   SD    3.183
     248    35.50 sec  12.22769  |  keff  1.50841   avg  1.50849   SD    3.167
     249    35.36 sec  12.22744  |  keff  1.50831   avg  1.50849   SD    3.152
     250    35.46 sec  12.22780  |  keff  1.50840   avg  1.50849   SD    3.137
     251    35.41 sec  12.22716  |  keff  1.50831   avg  1.50849   SD    3.122
     252    35.23 sec  12.22755  |  keff  1.50922   avg  1.50849   SD    3.128
     253    35.16 sec  12.22729  |  keff  1.50860   avg  1.50849   SD    3.113
     254    35.23 sec  12.22681  |  keff  1.50859   avg  1.50849   SD    3.098
     255    35.30 sec  12.22584  |  keff  1.50836   avg  1.50849   SD    3.084
     256    35.40 sec  12.22548  |  keff  1.50834   avg  1.50849   SD    3.070
     257    35.20 sec  12.22568  |  keff  1.50844   avg  1.50849   SD    3.055
     258    35.29 sec  12.22603  |  keff  1.50896   avg  1.50849   SD    3.048
     259    35.27 sec  12.22583  |  keff  1.50811   avg  1.50849   SD    3.039
     260    35.26 sec  12.22580  |  keff  1.50847   avg  1.50849   SD    3.025
     261    35.33 sec  12.22589  |  keff  1.50902   avg  1.50850   SD    3.021
     262    35.27 sec  12.22522  |  keff  1.50796   avg  1.50849   SD    3.017
     263    35.15 sec  12.22506  |  keff  1.50828   avg  1.50849   SD    3.004
     264    35.41 sec  12.22532  |  keff  1.50845   avg  1.50849   SD    2.990
     265    35.45 sec  12.22546  |  keff  1.50902   avg  1.50849   SD    2.987
     266    35.24 sec  12.22562  |  keff  1.50844   avg  1.50849   SD    2.973
     267    35.47 sec  12.22572  |  keff  1.50865   avg  1.50849   SD    2.960
     268    35.39 sec  12.22520  |  keff  1.50845   avg  1.50849   SD    2.946
     269    35.25 sec  12.22559  |  keff  1.50844   avg  1.50849   SD    2.933
     270    35.39 sec  12.22540  |  keff  1.50837   avg  1.50849   SD    2.920
     271    35.37 sec  12.22516  |  keff  1.50845   avg  1.50849   SD    2.907
     272    35.28 sec  12.22499  |  keff  1.50813   avg  1.50849   SD    2.899
     273    35.34 sec  12.22487  |  keff  1.50837   avg  1.50849   SD    2.886
     274    35.46 sec  12.22427  |  keff  1.50859   avg  1.50849   SD    2.874
     275    35.23 sec  12.22362  |  keff  1.50892   avg  1.50849   SD    2.867
     276    35.27 sec  12.22477  |  keff  1.50861   avg  1.50849   SD    2.855
     277    35.38 sec  12.22430  |  keff  1.50904   avg  1.50850   SD    2.853
     278    35.23 sec  12.22436  |  keff  1.50844   avg  1.50850   SD    2.840
     279    35.97 sec  12.22450  |  keff  1.50885   avg  1.50850   SD    2.832
     280    35.36 sec  12.22398  |  keff  1.50837   avg  1.50850   SD    2.820
     281    35.39 sec  12.22503  |  keff  1.50802   avg  1.50850   SD    2.816
     282    35.21 sec  12.22470  |  keff  1.50853   avg  1.50850   SD    2.804
     283    35.51 sec  12.22423  |  keff  1.50822   avg  1.50849   SD    2.794
     284    35.39 sec  12.22501  |  keff  1.50896   avg  1.50850   SD    2.789
     285    35.44 sec  12.22495  |  keff  1.50835   avg  1.50850   SD    2.778
     286    35.45 sec  12.22455  |  keff  1.50861   avg  1.50850   SD    2.767
     287    35.69 sec  12.22517  |  keff  1.50868   avg  1.50850   SD    2.756
     288    35.45 sec  12.22321  |  keff  1.50877   avg  1.50850   SD    2.747
     289    35.44 sec  12.22288  |  keff  1.50856   avg  1.50850   SD    2.736
     290    35.36 sec  12.22352  |  keff  1.50850   avg  1.50850   SD    2.724
     291    35.51 sec  12.22408  |  keff  1.50886   avg  1.50850   SD    2.717
     292    35.44 sec  12.22444  |  keff  1.50861   avg  1.50850   SD    2.706
     293    35.25 sec  12.22430  |  keff  1.50919   avg  1.50850   SD    2.710
     294    35.27 sec  12.22477  |  keff  1.50805   avg  1.50850   SD    2.705
     295    35.25 sec  12.22395  |  keff  1.50889   avg  1.50850   SD    2.699
     296    35.31 sec  12.22396  |  keff  1.50794   avg  1.50850   SD    2.697
     297    35.56 sec  12.22384  |  keff  1.50810   avg  1.50850   SD    2.691
     298    35.29 sec  12.22453  |  keff  1.50828   avg  1.50850   SD    2.682
     299    35.33 sec  12.22443  |  keff  1.50845   avg  1.50850   SD    2.671
     300    35.48 sec  12.22420  |  keff  1.50807   avg  1.50850   SD    2.666
     301    35.28 sec  12.22411  |  keff  1.50830   avg  1.50850   SD    2.657
     302    35.20 sec  12.22475  |  keff  1.50770   avg  1.50849   SD    2.665
     303    35.26 sec  12.22458  |  keff  1.50867   avg  1.50849   SD    2.655
     304    35.37 sec  12.22532  |  keff  1.50803   avg  1.50849   SD    2.651
     305    35.33 sec  12.22553  |  keff  1.50834   avg  1.50849   SD    2.641
     306    35.68 sec  12.22561  |  keff  1.50871   avg  1.50849   SD    2.632
     307    35.38 sec  12.22546  |  keff  1.50906   avg  1.50849   SD    2.632
     308    35.19 sec  12.22491  |  keff  1.50819   avg  1.50849   SD    2.624
     309    35.23 sec  12.22489  |  keff  1.50814   avg  1.50849   SD    2.617
     310    35.38 sec  12.22487  |  keff  1.50777   avg  1.50849   SD    2.622
     311    35.34 sec  12.22442  |  keff  1.50859   avg  1.50849   SD    2.612
     312    35.21 sec  12.22465  |  keff  1.50802   avg  1.50849   SD    2.608
     313    35.32 sec  12.22461  |  keff  1.50855   avg  1.50849   SD    2.598
     314    35.34 sec  12.22420  |  keff  1.50875   avg  1.50849   SD    2.590
     315    35.35 sec  12.22422  |  keff  1.50808   avg  1.50849   SD    2.585
     316    35.52 sec  12.22445  |  keff  1.50834   avg  1.50849   SD    2.576
     317    35.10 sec  12.22403  |  keff  1.50807   avg  1.50848   SD    2.571
     318    35.31 sec  12.22472  |  keff  1.50808   avg  1.50848   SD    2.566
     319    35.42 sec  12.22425  |  keff  1.50946   avg  1.50849   SD    2.582
     320    35.24 sec  12.22402  |  keff  1.50864   avg  1.50849   SD    2.573
     321    35.32 sec  12.22345  |  keff  1.50831   avg  1.50849   SD    2.564
     322    35.24 sec  12.22298  |  keff  1.50905   avg  1.50849   SD    2.563
     323    35.25 sec  12.22357  |  keff  1.50863   avg  1.50849   SD    2.554
     324    35.34 sec  12.22355  |  keff  1.50840   avg  1.50849   SD    2.545
     325    35.36 sec  12.22339  |  keff  1.50903   avg  1.50849   SD    2.543
     326    35.23 sec  12.22356  |  keff  1.50924   avg  1.50849   SD    2.549
     327    35.33 sec  12.22321  |  keff  1.50863   avg  1.50849   SD    2.540
     328    35.27 sec  12.22295  |  keff  1.50960   avg  1.50850   SD    2.562
     329    35.37 sec  12.22284  |  keff  1.50907   avg  1.50850   SD    2.561
     330    35.37 sec  12.22338  |  keff  1.50938   avg  1.50850   SD    2.571
     331    35.22 sec  12.22349  |  keff  1.50895   avg  1.50850   SD    2.567
     332    35.28 sec  12.22450  |  keff  1.50872   avg  1.50851   SD    2.559
     333    35.43 sec  12.22475  |  keff  1.50843   avg  1.50850   SD    2.550
     334    35.27 sec  12.22456  |  keff  1.50851   avg  1.50851   SD    2.541
     335    35.44 sec  12.22460  |  keff  1.50826   avg  1.50850   SD    2.533
     336    35.16 sec  12.22437  |  keff  1.50806   avg  1.50850   SD    2.529
     337    35.22 sec  12.22456  |  keff  1.50876   avg  1.50850   SD    2.522
     338    35.32 sec  12.22466  |  keff  1.50895   avg  1.50851   SD    2.518
     339    35.37 sec  12.22424  |  keff  1.50880   avg  1.50851   SD    2.511
     340    35.23 sec  12.22335  |  keff  1.50852   avg  1.50851   SD    2.503
     341    35.44 sec  12.22343  |  keff  1.50840   avg  1.50851   SD    2.494
